shipment_id,shipment_volume,distance_km,transport_cost,warehouse_load_pct,weather_risk,traffic_index,shipping_mode,delivery_days,on_time
SHP0040,323,1506.17,4116.93,68.13,3,85.72,Standard,7.2,0
SHP0041,99,1780.49,7411.93,67.97,2,55.39,First Class,4.94,1
SHP0042,383,1002.97,2280.66,63.4,2,80.28,First Class,4.62,1
SHP0043,356,1511.13,3343.17,57.08,2,30.82,Second Class,6.23,0
SHP0044,190,1782.63,1710.75,51.24,3,93.97,Second Class,6.93,0
SHP0045,52,259.16,4287.24,69.29,3,58.44,First Class,3.86,1
SHP0046,485,809.6,3619.73,59.39,0,40.78,Standard,3.5,1
SHP0047,233,709.67,2282.2,98.05,2,39.32,First Class,4.11,1
SHP0048,448,148.69,6803.26,46.24,1,41.21,Standard,4.64,1
SHP0049,345,1360.82,2927.54,55.78,3,49.34,First Class,5.96,0
SHP0050,393,783.63,2564.32,54.11,2,77.4,Standard,5.89,0
SHP0051,384,847.44,1308.38,70.32,3,95.97,First Class,5.59,0
SHP0052,113,275.46,4033.57,67.45,1,73.52,Second Class,3.81,1
SHP0053,194,329.76,2831.24,76.84,2,63.77,Standard,5.45,0
SHP0054,244,1633.25,3418.06,96.75,0,55.89,First Class,4.15,1
SHP0055,258,85.15,2238.58,53.54,3,86.26,Standard,5.66,0
SHP0056,41,422.97,6903.93,80.03,0,87.97,Second Class,3.96,1
SHP0057,282,529.25,8380.53,36.63,1,43.44,Standard,4.48,1
SHP0058,94,884.9,4556.7,52.06,3,96.27,Standard,6.57,0
SHP0059,376,1057.67,5840.54,65.14,3,51.61,Standard,6.08,0
SHP0060,347,890.46,7824.47,37.01,1,84.01,Same Day,3.86,1
SHP0061,462,155.99,8989.64,75.15,1,97.35,First Class,5.1,0
SHP0062,377,442.38,5579.62,79.09,0,76.29,First Class,2.0,1
SHP0063,195,1519.24,8024.55,83.54,3,32.92,Second Class,5.05,0
SHP0064,484,1149.47,8191.18,68.58,0,66.89,First Class,2.77,1
SHP0065,217,1170.22,7154.35,74.26,0,29.5,Standard,4.31,1
SHP0066,176,1208.01,4229.24,60.74,1,83.13,Standard,6.44,0
SHP0067,454,1374.41,868.21,37.68,0,42.51,Standard,5.02,0
SHP0068,197,109.3,289.88,41.5,0,75.62,Second Class,3.15,1
SHP0069,56,663.06,4373.23,77.57,2,92.81,Second Class,5.68,0
SHP0070,245,973.45,4524.68,99.71,2,34.48,Standard,5.04,0
SHP0071,401,612.53,3755.16,36.03,1,51.43,Second Class,3.57,1
SHP0072,110,1520.84,5178.28,71.24,3,71.77,Second Class,6.48,0
SHP0073,242,871.22,5036.64,83.82,2,53.57,Second Class,3.88,1
SHP0074,82,1384.69,7554.03,88.74,0,33.99,Standard,4.05,1
SHP0075,349,1534.37,1111.62,70.44,2,22.33,Standard,5.04,0
SHP0076,248,911.1,2142.82,75.29,2,52.53,First Class,4.49,1
SHP0077,178,1637.65,7168.09,80.29,3,71.94,Second Class,6.85,0
SHP0078,128,1058.89,7653.36,90.83,0,65.92,First Class,3.8,1
SHP0079,290,1531.24,8954.19,42.95,0,32.5,Second Class,2.78,1
SHP0080,341,616.36,7875.27,95.2,1,56.06,Standard,3.91,1
SHP0081,471,900.38,8025.61,36.69,1,49.56,First Class,3.57,1
SHP0082,229,958.88,2931.98,89.35,3,41.94,Standard,4.29,1
SHP0083,97,193.44,3704.71,39.99,2,78.34,Second Class,5.08,0
SHP0084,419,720.4,2522.55,47.65,2,44.77,Same Day,1.27,1
SHP0085,322,1651.62,5515.75,35.25,2,63.21,Standard,6.98,0
SHP0086,356,1137.34,8458.43,63.94,3,93.86,Second Class,5.81,0
SHP0087,66,323.62,3200.07,56.73,1,63.14,Standard,5.1,0
SHP0088,169,613.25,5079.47,45.79,0,69.36,Second Class,5.64,0
SHP0089,388,348.93,2772.25,64.32,0,25.86,Standard,1.79,1
SHP0090,419,49.56,1652.73,61.15,1,34.25,Second Class,3.34,1
SHP0091,228,1669.79,1877.39,84.9,2,28.08,Second Class,4.24,1
SHP0092,406,809.53,662.82,93.05,1,81.19,Standard,5.82,0
SHP0093,424,557.03,8551.25,77.42,1,86.87,Second Class,4.41,1
SHP0094,205,1079.27,3715.48,43.09,1,34.92,Second Class,4.12,1
SHP0095,451,18.13,7531.97,54.2,3,37.54,Standard,4.08,1
SHP0096,158,504.05,6179.77,94.37,3,45.86,Standard,6.15,0
SHP0097,134,1266.95,1848.5,40.77,0,67.29,Standard,4.03,1
SHP0098,347,1142.62,1702.84,61.45,0,69.74,Standard,5.8,0
SHP0099,325,1767.34,7336.1,96.26,0,74.94,Standard,5.78,0
SHP0100,87,1118.54,2492.7,96.79,3,92.42,Standard,6.32,0
SHP0101,419,862.12,8232.57,61.73,1,43.6,Standard,5.78,0
SHP0102,115,1371.77,1389.49,78.38,3,72.7,Second Class,6.33,0
SHP0103,406,1626.47,6147.72,64.69,2,64.78,Same Day,5.25,0
SHP0104,23,1298.65,7358.09,83.97,2,44.47,Standard,6.76,0
SHP0105,402,1733.96,2232.02,37.05,1,92.59,Standard,6.0,0
SHP0106,397,1408.7,2594.44,44.37,1,27.64,Second Class,4.25,1
SHP0107,394,1560.91,8685.99,74.92,0,76.96,First Class,4.19,1
SHP0108,339,209.82,2491.69,50.12,2,78.23,Second Class,5.35,0
SHP0109,246,1319.68,3955.12,78.29,1,93.23,Standard,6.57,0
SHP0110,358,794.96,3977.76,57.83,1,61.49,Standard,5.07,0
SHP0111,153,997.82,2389.36,92.63,0,45.73,First Class,2.85,1
SHP0112,394,1179.11,7015.75,88.25,3,86.22,Standard,7.11,0
SHP0113,286,1745.82,6980.87,67.03,3,81.66,Standard,8.47,0
SHP0114,240,1772.32,3498.11,85.24,1,60.03,Standard,6.27,0
SHP0115,262,522.37,7540.86,52.62,2,81.43,First Class,3.65,1
SHP0116,292,1322.09,2035.71,67.13,3,41.43,Standard,6.02,0
SHP0117,37,1351.22,188.11,47.84,2,67.16,Standard,5.86,0
SHP0118,87,626.95,5204.83,90.96,2,89.21,Standard,5.09,0
SHP0119,137,227.35,8947.59,88.5,1,45.44,Same Day,1.08,1
SHP0120,74,78.5,492.0,93.64,2,58.68,Standard,5.79,0
SHP0121,231,1400.33,1990.78,92.04,2,96.08,Standard,6.93,0
SHP0122,340,884.01,4742.39,97.37,2,83.86,Second Class,6.01,0
SHP0123,334,1774.04,7317.98,49.84,2,90.96,Second Class,4.85,1
SHP0124,246,839.63,938.02,95.57,2,50.82,Standard,5.97,0
SHP0125,430,1760.36,3647.83,72.13,0,99.72,Standard,6.24,0
SHP0126,291,743.78,6761.62,62.46,3,32.21,Same Day,2.58,1
SHP0127,58,1429.66,3438.16,71.42,3,61.5,Second Class,6.32,0
SHP0128,387,157.25,1821.2,57.27,0,58.34,First Class,1.66,1
SHP0129,295,1002.05,1880.14,53.76,1,83.87,Standard,4.2,1
SHP0130,324,1444.7,3778.93,50.69,3,92.69,Standard,7.96,0
SHP0131,291,1664.84,4392.84,40.36,1,78.49,Second Class,5.66,0
SHP0132,285,1481.54,7777.06,67.28,3,70.15,First Class,5.29,0
SHP0133,63,71.36,5833.93,92.7,3,54.19,First Class,3.04,1
SHP0134,288,674.0,6260.06,75.96,3,60.83,Second Class,4.35,1
SHP0135,401,92.41,8849.44,68.86,0,60.74,Standard,3.76,1
SHP0136,165,201.16,3794.81,62.86,1,21.63,Standard,4.61,1
SHP0137,309,1217.17,3719.69,65.19,2,60.24,Same Day,3.57,1
SHP0138,34,1285.3,8321.62,48.6,3,88.48,Same Day,3.58,1
SHP0139,186,1393.83,2326.0,88.49,0,76.74,First Class,4.13,1
SHP0140,229,1558.49,6608.86,47.89,1,83.66,Standard,6.18,0
SHP0141,491,1332.28,6827.97,81.58,0,51.24,Standard,5.57,0
SHP0142,123,1442.56,1015.42,84.4,3,62.32,Standard,7.4,0
SHP0143,152,92.89,4293.85,72.37,3,22.68,Second Class,1.96,1
SHP0144,216,425.99,1924.98,91.09,0,50.64,Standard,4.32,1
SHP0145,496,1121.31,1790.57,53.92,0,57.95,Second Class,3.36,1
SHP0146,429,1545.33,4254.88,92.31,1,40.42,Standard,4.76,1
SHP0147,36,13.08,2711.45,82.41,3,22.5,Standard,4.44,1
SHP0148,132,928.76,7195.13,86.92,1,75.23,Second Class,5.11,0
SHP0149,414,1220.73,8182.3,78.2,1,54.81,Standard,4.4,1
SHP0150,47,58.15,7254.08,90.01,1,53.25,Second Class,3.88,1
SHP0151,430,725.43,2504.37,99.55,2,40.0,Standard,5.78,0
SHP0152,155,1612.66,2576.09,62.31,1,63.03,First Class,4.42,1
SHP0153,460,1210.54,2404.35,87.9,0,55.04,Second Class,3.71,1
SHP0154,160,431.6,1345.09,83.4,3,57.92,First Class,3.47,1
SHP0155,228,1535.74,8502.62,64.44,1,66.47,Same Day,4.04,1
SHP0156,337,629.72,3708.12,95.25,1,20.51,Same Day,0.66,1
SHP0157,80,1536.75,2138.5,60.64,2,92.62,Second Class,6.97,0
SHP0158,287,541.6,7643.04,71.76,2,25.69,Standard,4.54,1
SHP0159,262,1064.62,3682.88,41.89,0,56.07,Second Class,3.78,1
SHP0160,396,717.51,460.78,49.68,0,36.59,Second Class,2.01,1
SHP0161,498,498.31,1583.18,89.65,0,61.9,Standard,4.15,1
SHP0162,338,1596.37,5807.37,60.78,3,42.42,Standard,7.09,0
SHP0163,216,341.73,7078.71,60.62,2,88.8,First Class,3.0,1
SHP0164,215,157.24,2016.77,50.99,3,51.71,Second Class,4.7,1
SHP0165,220,618.76,8268.95,66.95,2,71.1,Standard,5.58,0
SHP0166,410,1293.16,7681.32,87.38,1,39.91,Standard,4.93,1
SHP0167,174,1454.34,7658.17,93.19,2,21.55,Second Class,5.65,0
SHP0168,100,1797.74,2164.8,39.56,2,52.33,Standard,5.01,0
SHP0169,180,536.97,597.24,72.36,1,62.92,First Class,3.39,1
SHP0170,30,737.26,7826.7,65.37,3,56.76,Second Class,6.3,0
SHP0171,70,250.59,2856.33,74.93,3,96.96,Standard,7.08,0
SHP0172,63,1036.9,5627.41,64.07,3,76.55,Standard,6.91,0
SHP0173,390,1795.66,6875.71,60.91,3,99.65,Standard,7.77,0
SHP0174,366,1263.08,1285.4,65.67,1,43.6,Same Day,2.23,1
SHP0175,354,1073.41,7060.42,72.83,0,83.12,First Class,3.42,1
SHP0176,241,709.3,8455.83,67.56,1,64.44,Same Day,2.72,1
SHP0177,364,1647.96,6596.12,65.69,2,68.94,First Class,4.59,1
SHP0178,97,896.97,4054.82,88.16,3,98.87,Same Day,4.93,1
SHP0179,452,246.19,7908.6,83.47,1,72.32,Standard,6.03,0
SHP0180,260,660.85,4818.0,57.19,1,91.91,Standard,5.3,0
SHP0181,470,125.56,6741.22,87.04,1,78.06,Standard,3.75,1
SHP0182,93,367.55,7411.48,90.49,3,30.19,Second Class,3.6,1
SHP0183,258,36.72,6781.77,44.98,0,75.95,Same Day,1.59,1
SHP0184,354,818.64,2697.52,72.87,1,58.75,Standard,4.99,1
SHP0185,257,1144.0,1192.92,53.55,0,93.5,Same Day,3.35,1
SHP0186,234,621.21,2259.3,83.05,3,84.55,Standard,6.07,0
SHP0187,99,759.59,4600.44,50.52,1,28.33,Same Day,2.21,1
SHP0188,202,1726.78,4621.7,78.64,0,30.71,Standard,4.99,1
SHP0189,134,1354.77,5306.4,51.58,1,25.57,Standard,4.47,1
SHP0190,164,975.84,3646.65,68.22,0,59.46,Standard,4.39,1
SHP0191,348,515.75,7113.99,96.66,1,26.46,Standard,3.45,1
SHP0192,322,1615.11,8231.41,59.78,3,77.89,Standard,8.64,0
SHP0193,311,427.0,2333.52,91.92,2,64.19,First Class,3.66,1
SHP0194,193,588.99,6668.23,99.15,3,86.87,Standard,6.93,0
SHP0195,480,1636.77,6150.05,91.87,2,42.38,Standard,6.03,0
SHP0196,62,955.53,4779.35,45.78,3,61.53,Standard,5.5,0
SHP0197,184,1337.46,1818.49,88.28,1,29.4,Second Class,4.36,1
SHP0198,76,1065.39,7187.81,37.09,3,90.77,Second Class,6.8,0
SHP0199,182,1177.92,8651.54,60.56,0,34.0,Standard,4.05,1
SHP0200,481,542.39,6538.25,91.6,1,28.19,Standard,3.69,1
SHP0201,195,438.26,8273.06,79.77,2,36.4,Second Class,4.16,1
SHP0202,456,583.87,8860.04,69.63,1,84.5,First Class,3.91,1
SHP0203,257,284.02,3265.65,60.21,1,28.47,First Class,3.23,1
SHP0204,355,1574.39,5798.28,87.8,0,69.15,Second Class,5.19,0
SHP0205,239,513.43,4344.3,81.12,0,79.69,First Class,3.36,1
SHP0206,147,1012.87,8881.66,65.45,2,80.09,Same Day,4.02,1
SHP0207,386,1426.59,980.2,93.01,3,35.2,Same Day,3.2,1
SHP0208,485,1411.96,3799.52,49.95,0,24.93,Standard,3.82,1
SHP0209,146,791.9,7898.52,46.08,1,55.9,Same Day,1.48,1
SHP0210,393,859.88,2663.85,76.78,3,36.2,Same Day,2.33,1
SHP0211,145,1790.49,7121.97,98.18,3,75.94,Second Class,7.57,0
SHP0212,364,1215.9,3537.63,51.07,0,48.54,First Class,3.23,1
SHP0213,398,1467.28,8822.81,51.23,2,55.95,Standard,6.23,0
SHP0214,235,1625.08,7969.24,44.07,0,29.08,Standard,3.05,1
SHP0215,373,1418.72,2816.69,90.94,0,65.4,Second Class,6.06,0
SHP0216,150,337.4,6966.21,49.72,0,34.84,Second Class,2.05,1
SHP0217,58,1014.1,3131.18,67.71,2,74.32,Second Class,6.69,0
SHP0218,66,187.9,5516.31,99.41,0,25.69,Same Day,0.5,1
SHP0219,234,1177.0,5977.55,35.79,1,98.07,Second Class,4.71,1
SHP0220,453,1719.85,7491.92,71.17,0,74.76,First Class,2.8,1
SHP0221,81,925.35,366.39,68.3,1,34.54,First Class,3.33,1
SHP0222,238,782.19,2098.4,87.48,2,21.13,Standard,4.23,1
SHP0223,357,69.34,6450.47,58.09,1,46.76,First Class,1.53,1
SHP0224,117,1727.8,5137.18,61.67,1,32.23,First Class,3.08,1
SHP0225,366,189.89,4536.1,45.92,2,37.47,Second Class,4.08,1
SHP0226,166,78.74,638.61,83.15,2,89.82,Second Class,5.07,0
SHP0227,408,446.69,3232.24,86.01,0,68.26,First Class,3.86,1
SHP0228,298,122.63,7806.14,43.88,3,34.12,Same Day,1.63,1
SHP0229,282,821.94,423.4,60.57,3,64.53,First Class,4.7,1
SHP0230,104,931.38,3658.46,93.04,2,40.46,First Class,3.07,1
SHP0231,242,566.06,8514.56,35.18,2,98.1,Standard,5.54,0
SHP0232,431,96.47,600.29,54.42,2,22.62,Standard,3.61,1
SHP0233,29,205.32,6784.9,71.08,1,78.59,Second Class,4.24,1
SHP0234,384,695.19,2429.87,56.72,1,81.84,Second Class,5.16,0
SHP0235,256,113.65,7819.49,52.68,1,25.37,Standard,4.1,1
SHP0236,365,1258.25,6752.7,64.9,0,33.75,Standard,3.96,1
SHP0237,338,376.6,7988.49,46.8,3,50.74,First Class,4.35,1
SHP0238,227,547.22,2060.93,69.43,1,89.45,First Class,3.6,1
SHP0239,168,712.46,4851.94,80.94,1,62.96,Second Class,4.11,1
SHP0240,321,752.81,7046.54,72.39,3,72.42,Standard,5.83,0
SHP0241,87,7.98,2324.44,41.05,2,82.64,First Class,2.88,1
SHP0242,300,206.17,2192.1,89.89,2,86.25,Second Class,5.87,0
SHP0243,65,1553.66,390.56,46.37,0,58.1,Second Class,4.69,1
SHP0244,331,7.21,8632.86,84.71,1,60.7,Second Class,3.57,1
SHP0245,321,917.16,6433.65,58.44,2,77.44,Second Class,5.07,0
SHP0246,60,883.66,5774.71,85.88,1,41.07,Standard,6.45,0
SHP0247,383,602.9,6734.35,48.41,0,88.36,Standard,5.45,0
SHP0248,219,779.23,4854.77,47.13,3,21.66,First Class,3.19,1
SHP0249,397,1406.14,4363.78,67.31,1,35.66,First Class,3.51,1
SHP0250,39,1514.96,4128.36,37.14,2,84.02,Standard,6.51,0
SHP0251,106,472.33,5817.89,49.64,1,47.22,Second Class,3.66,1
SHP0252,257,583.87,1933.58,82.06,2,31.99,Same Day,1.81,1
SHP0253,110,440.26,8009.32,89.43,3,34.94,Second Class,4.93,1
SHP0254,178,866.35,7334.01,40.25,3,62.46,Standard,7.0,0
SHP0255,337,1231.45,3243.64,92.34,0,87.69,Standard,4.76,1
SHP0256,89,414.71,5270.69,86.84,2,25.65,Standard,3.85,1
SHP0257,345,598.67,1398.09,91.53,3,22.44,Standard,5.01,0
SHP0258,69,1675.04,8755.26,80.4,2,57.21,Second Class,5.64,0
SHP0259,104,92.18,8140.6,78.82,0,96.49,Second Class,4.92,1
SHP0260,302,832.08,8308.79,69.13,0,42.32,First Class,3.23,1
SHP0261,400,1282.25,3089.64,77.43,0,96.73,Standard,6.36,0
SHP0262,101,275.06,1646.84,94.74,0,91.01,Standard,4.36,1
SHP0263,163,90.04,2024.18,41.53,3,42.65,First Class,2.99,1
SHP0264,464,253.08,946.51,55.52,3,85.36,Standard,4.88,1
SHP0265,495,1654.29,1212.98,39.71,2,74.87,Second Class,6.48,0
SHP0266,298,21.62,781.05,96.41,2,60.95,Same Day,2.52,1
SHP0267,234,343.04,8909.93,63.94,3,53.83,Second Class,5.55,0
SHP0268,186,61.15,805.41,78.9,1,85.24,Standard,4.49,1
SHP0269,313,203.58,1323.0,89.67,1,83.45,Standard,4.74,1
SHP0270,303,1118.17,7471.2,99.42,2,80.55,Second Class,5.9,0
SHP0271,161,438.74,5285.13,45.52,1,99.86,Standard,5.73,0
SHP0272,30,1026.74,7003.59,86.97,0,58.28,Standard,3.85,1
SHP0273,92,1064.4,5733.57,92.68,2,84.55,Standard,6.93,0
SHP0274,480,1529.74,7957.25,38.18,3,89.0,Standard,7.3,0
SHP0275,220,13.51,5800.44,84.02,0,36.93,Second Class,1.8,1
SHP0276,251,1536.8,4770.81,58.06,0,23.37,Standard,3.26,1
SHP0277,244,1116.32,6457.83,77.16,1,52.38,Standard,5.21,0
SHP0278,395,297.12,4109.43,68.41,3,88.54,Standard,6.95,0
SHP0279,51,1392.42,3212.66,51.88,2,43.13,First Class,5.35,0
SHP0280,59,1540.61,4288.72,43.79,2,76.0,Standard,6.81,0
SHP0281,152,461.4,1651.97,42.6,2,20.59,Standard,5.56,0
SHP0282,253,1654.23,7199.66,41.72,1,48.43,Second Class,4.93,1
SHP0283,342,820.75,2457.23,76.46,2,69.24,Standard,6.41,0
SHP0284,255,1088.15,1508.75,57.84,0,30.38,Second Class,3.21,1
SHP0285,231,1772.45,2330.22,49.08,0,91.73,First Class,4.14,1
SHP0286,470,653.96,7602.32,79.97,3,32.5,First Class,3.46,1
SHP0287,97,1464.62,3072.28,79.65,2,92.78,Standard,5.67,0
SHP0288,294,576.53,6221.54,70.05,0,37.31,Standard,4.62,1
SHP0289,280,1439.59,7729.23,95.77,1,99.54,Second Class,5.53,0
SHP0290,247,1083.32,838.04,60.05,0,68.38,Standard,4.37,1
SHP0291,407,393.36,6920.47,89.33,2,26.75,Second Class,3.12,1
SHP0292,148,748.18,2872.84,39.88,3,25.22,Second Class,4.41,1
SHP0293,477,575.16,2067.11,83.09,1,25.99,Standard,5.35,0
SHP0294,179,145.2,6246.78,99.25,1,67.19,Standard,5.89,0
SHP0295,281,58.55,8201.7,90.03,0,84.77,Standard,3.06,1
SHP0296,269,626.93,2760.92,72.68,1,52.24,Standard,4.45,1
SHP0297,427,39.17,5184.18,75.74,1,55.59,Standard,3.38,1
SHP0298,230,302.05,2715.03,57.96,0,67.14,First Class,2.96,1
SHP0299,156,1306.7,5055.43,79.17,1,62.64,Second Class,5.21,0
SHP0300,30,1276.02,5653.48,85.08,3,75.04,First Class,5.03,0
SHP0301,194,1330.75,5551.47,99.88,3,57.74,Standard,6.93,0
SHP0302,416,574.29,5668.39,67.01,1,77.11,Standard,4.72,1
SHP0303,24,1602.58,1345.46,38.98,3,99.78,Standard,8.65,0
SHP0304,450,1070.93,6287.83,73.73,0,48.02,Second Class,4.25,1
SHP0305,280,231.22,6121.54,42.74,3,20.98,Same Day,2.4,1
SHP0306,87,262.97,6190.9,50.91,1,30.05,Standard,1.98,1
SHP0307,165,1249.11,805.52,56.37,2,64.28,Standard,6.05,0
SHP0308,285,315.43,4104.52,82.52,0,47.54,Second Class,4.38,1
SHP0309,171,915.59,3769.96,46.95,3,95.2,First Class,6.01,0
SHP0310,72,1785.24,917.4,45.77,1,70.2,Second Class,4.33,1
SHP0311,339,12.19,2117.96,37.92,3,61.63,Second Class,4.1,1
SHP0312,342,34.76,4052.52,91.76,0,83.84,Second Class,2.62,1
SHP0313,77,1787.59,6724.72,80.08,2,40.69,Second Class,6.87,0
SHP0314,154,1054.43,2248.0,37.6,0,85.58,Standard,5.19,0
SHP0315,137,232.8,7493.29,36.84,3,20.24,Second Class,3.32,1
SHP0316,336,1615.66,4980.31,71.31,1,69.57,Second Class,5.49,0
SHP0317,370,1585.28,6879.73,53.36,2,94.78,Same Day,2.73,1
SHP0318,368,967.48,4332.12,73.79,3,83.03,Standard,6.04,0
SHP0319,470,1121.12,4567.87,63.25,2,88.29,Second Class,5.74,0
SHP0320,388,495.37,5634.52,95.02,0,51.76,Second Class,3.95,1
SHP0321,173,95.68,8362.54,53.71,0,85.94,First Class,1.12,1
SHP0322,71,1072.25,4502.54,79.14,0,64.07,Standard,4.67,1
SHP0323,315,534.09,4828.62,38.51,3,69.48,Standard,6.43,0
SHP0324,459,1196.2,5477.67,97.13,3,24.71,Same Day,2.57,1
SHP0325,488,1506.06,6677.01,98.75,1,36.12,First Class,4.15,1
SHP0326,130,37.6,785.88,83.04,3,64.08,First Class,3.79,1
SHP0327,133,1074.31,4713.83,65.24,0,24.7,Standard,5.24,0
SHP0328,37,420.15,4412.09,49.3,2,79.32,Standard,5.18,0
SHP0329,87,1573.63,8306.91,87.81,1,87.2,Second Class,5.72,0
SHP0330,286,460.33,4517.53,82.86,0,93.63,Second Class,4.59,1
SHP0331,282,1101.33,4294.64,49.43,1,28.14,Standard,3.81,1
SHP0332,198,998.61,8665.47,64.33,1,95.18,Standard,5.7,0
SHP0333,168,716.12,4137.6,65.08,1,25.41,First Class,2.36,1
SHP0334,418,1221.33,1750.83,88.72,0,57.92,First Class,3.35,1
SHP0335,240,1307.76,2069.71,79.45,1,87.22,Second Class,6.02,0
SHP0336,407,1022.65,992.41,76.81,0,25.62,Standard,4.51,1
SHP0337,482,1366.37,155.03,77.24,3,21.46,Standard,5.65,0
SHP0338,172,1770.23,3972.72,52.58,1,22.0,Standard,5.47,0
SHP0339,117,757.59,6957.8,59.16,0,60.9,Standard,5.33,0
SHP0340,477,928.68,6641.18,37.97,2,84.93,Second Class,4.73,1
SHP0341,324,27.38,434.52,86.15,3,30.19,Second Class,4.14,1
SHP0342,159,1433.87,5194.35,63.14,1,29.97,Same Day,2.46,1
SHP0343,318,938.81,1515.41,63.49,3,65.48,Standard,6.3,0
SHP0344,267,737.29,8478.53,50.95,2,38.74,Standard,3.93,1
SHP0345,454,173.86,1631.18,48.61,2,78.42,Second Class,5.23,0
SHP0346,142,1601.93,5695.76,73.21,1,95.97,Same Day,3.54,1
SHP0347,495,714.04,3037.21,50.12,0,81.28,Standard,5.29,0
SHP0348,469,1230.23,5827.82,39.17,1,90.17,Standard,5.48,0
SHP0349,106,273.13,3798.49,84.89,3,61.57,Standard,5.19,0
SHP0350,99,1730.98,6872.84,59.47,3,86.59,First Class,6.83,0
SHP0351,275,325.3,2191.51,59.72,3,34.63,Standard,5.67,0
SHP0352,41,363.18,8166.26,63.04,3,25.47,Standard,5.06,0
SHP0353,163,1546.87,4576.86,87.98,1,72.48,Standard,6.73,0
SHP0354,228,1643.09,6841.42,55.85,1,24.16,Standard,5.1,0
SHP0355,485,385.8,7670.11,84.27,3,91.4,Standard,6.26,0
SHP0356,496,848.29,8989.63,96.07,2,75.32,Standard,5.62,0
SHP0357,92,1321.62,2131.92,77.96,1,96.18,Standard,6.92,0
SHP0358,448,1581.67,2689.0,63.06,1,45.11,Second Class,4.49,1
SHP0359,63,685.4,2366.33,83.61,3,58.89,Second Class,6.3,0
SHP0360,379,933.05,2476.41,64.76,0,79.34,Standard,4.73,1
SHP0361,425,1336.38,5304.64,61.94,0,39.42,Standard,4.7,1
SHP0362,447,1317.39,8942.67,69.14,2,63.35,Same Day,4.13,1
SHP0363,127,1410.41,8913.96,55.65,0,72.76,First Class,3.75,1
SHP0364,448,1028.03,4811.94,41.78,0,98.3,Standard,5.06,0
SHP0365,75,192.78,5805.39,61.97,3,79.58,Standard,5.67,0
SHP0366,269,1627.63,7760.74,43.05,1,29.45,Standard,5.87,0
SHP0367,245,1558.7,8406.46,61.68,2,58.03,Second Class,5.25,0
